Property_id,Price,Category,Square_foot,Address,City,State,Zip Code,Property_link,Latitude,Longitude
61,1549000,mixed use,4083,1251-1255 Vicente St, San Francisco, CA ,94116,https://www.crexi.com/properties/1576408/california-1251-155-vicente-street,37.738863,-122.480593
62,2100000,retail,3700,2001 17th St, San Francisco, CA ,94103,https://www.crexi.com/properties/1083471/california-2001-17th-street,37.7645544,-122.4036982
63,1980000,office,2218,46356 Warm Springs Blvd, Fremont, CA ,94539,https://www.crexi.com/properties/1084981/california-medical-officeclinic,37.4931238,-121.9309116
64,11000000,retail,39400,550 Showers Dr, Mountain View, CA ,94040,https://www.crexi.com/properties/1654714/california-rare-ground-lease---prime-mountain-view-location,37.4025568,-122.109573
65,949000,retail,7300,307 G St, Antioch, CA ,94509,https://www.crexi.com/properties/935829/california-307-g-st-antioch-ca,38.0158961,-121.8134426
66,1350000,office,2850,425 Boulder Ct, Pleasanton, CA ,94566,https://www.crexi.com/properties/1572503/california-425-boulder-court,37.6717646,-121.8642758
67,11500000,retail,11000,2 Park Rd, Burlingame, CA ,94010,https://www.crexi.com/properties/1323801/california-crosby-n-gray-mortuary,37.5751153,-122.342797
68,4000000,office,11032,19080 Lomita Ave, Sonoma, CA ,95476,https://www.crexi.com/properties/1613183/california-19080-lomita-ave,38.301226,-122.4742889
69,9500000,office,37461,975 Terra Bella Ave, Mountain View, CA ,94043,https://www.crexi.com/properties/987405/california-975-terra-bella-avenue,37.4080685,-122.0722927
70,5990000,retail,28058,889-909 W A Street, Hayward,CA,94541,https://www.crexi.com/properties/1490266/california-889-909-w-a-street,37.6660881,-122.1168899
71,1300000,office,2648,17770 Monterey Road, Morgan Hill, CA ,95037,https://www.crexi.com/properties/1202047/california-17770-monterey-road,37.1336287,-121.6568513
72,1264990,retail,2365,2231 Fortune Dr, San Jose, CA ,95131,https://www.crexi.com/properties/1662993/california-2231-fortune-drive-unit-c,37.4017128,-121.887492
73,1350000,restaurant,1472,1236 Park St, Alameda, CA ,94501,https://www.crexi.com/properties/1531943/california-1236-park-street,37.7614923,-122.2444963
74,7140000,Office,17793,500 Boulder Ct, Pleasanton, CA ,94566,https://www.crexi.com/properties/1419830/california-for-sale-net-leased-investment-opportunity,37.6708493,-121.8625577
75,11500000,office,31701,1054 S De Anza Blvd, San Jose, CA ,95129,https://www.crexi.com/properties/1643728/california-1054-s-de-anza-boulevard,37.3086201,-122.0316895
76,5418888,retail,16500,1193 Admiral Callaghan Ln, Vallejo, CA ,94591,https://www.crexi.com/properties/1102975/california-cvs-vallejo-sf-bay-area-rare-18-year-ground-lease,38.1367933,-122.2142509
77,2950000,office,10780,1242 Market St, San Francisco, CA ,94102,https://www.crexi.com/properties/1279625/california-1242-market,37.778287,-122.41565
78,4500000,services,10400,16705 Butterfield Blvd, Morgan Hill, CA ,95037,https://www.crexi.com/properties/1625738/california-16705-butterfield-blvd---church-facility,37.1234945,-121.6423067
79,9970000,retail,46083,2711-2799 Lone Tree Wy, Antioch, CA ,94509,https://www.crexi.com/properties/1282256/california-terrace-shopping-center,37.995195,-121.806543
80,15880000,services,15018,841 San Bruno Ave W, San Bruno, CA ,94066,https://www.crexi.com/properties/1329902/california-davita-dialysis---san-bruno-bay-area-california,37.6280526,-122.4178404
81,1400000,office,3066,3163 Independence Dr, Livermore, CA ,94550,https://www.crexi.com/properties/1172525/california-3163-independence-drive,37.7078347,-121.8122435
82,1899000,retail,12125,200 N Front St, Rio Vista, CA ,94571,https://www.crexi.com/properties/1577903/california-matt-roberts-commercial,38.1576108,-121.6896617
83,11000000,Retail,19800,1252 Lawrence Station Rd, Sunnyvale, CA ,94089,https://www.crexi.com/properties/1030410/california-1252-lawrence-station-rd-1256-lawrence-station-rd,37.4052515,-121.9952509
84,1000000,retail,2157,1019 Solano Ave, Albany, CA ,94706,https://www.crexi.com/properties/1640264/california-1019-solano-ave,37.8902788,-122.3002188
85,5400000,retail,13611,1545 Pacific Ave, San Francisco, CA ,94109,https://www.crexi.com/properties/1219022/california-1545-pacific-ave,37.7948953,-122.4206638
86,2499000,mixed use,6000,5201-5205 Mission St, San Francisco, CA ,94112,https://www.crexi.com/properties/1576159/california-5201-5205-mission-street,37.715029,-122.441782
87,1100000,retail,1160,1906 Polk St, San Francisco, CA ,94109,https://www.crexi.com/properties/1408425/california-1906-polk-street,37.7943959,-122.4212744
88,3995000,retail,4250,17 W Washington St, Stockton, CA ,95202,https://www.crexi.com/properties/1198341/california-17-w-washington-st,37.9506766,-121.2915441
89,2575000,Services,46000,2071 Ringwood Ave, San Jose, CA ,95131,https://www.crexi.com/properties/1055019/california-lhc-enterprises-inc,37.392534,-121.8987747
90,11000000,services,27140,200 Packet Landing Rd, Alameda, CA ,94502,https://www.crexi.com/properties/1207513/california-harbor-bay-club,37.7476679,-122.2399107
91,4365000,office,14900,145 Town & Country Dr, Danville,CA,94526,https://www.crexi.com/properties/845469/california-125-135-145-town-country-drive,37.8136323,-121.9998338
92,1905000,retail,1575,4325 Macdonald Ave, Richmond, CA ,94805,https://www.crexi.com/properties/1227229/california-take-5,37.9332772,-122.3283999
93,6500000,office,22551,1793 Lafayette St, Santa Clara, CA ,95050,https://www.crexi.com/properties/1443749/california-the-lofts---creative-officeflex-building,37.357689,-121.9468666
94,1450000,retail,2500,880 N 10th St, San Jose, CA ,95112,https://www.crexi.com/properties/1198031/california-880-n-10th,37.357672,-121.8933063
95,9750000,office,16946,2200 Laurelwood Rd, Santa Clara, CA ,95054,https://www.crexi.com/properties/1534289/california-excellent-owner-user-opportunity-with-freeway-visibility,37.3837226,-121.9637108
96,600000,office,906,1754 Technology Dr, San Jose, CA ,95110,https://www.crexi.com/properties/1521133/california-1754-technology-drive-ste-244-san-jose-ca-95110,37.3695398,-121.9189772
97,3600000,restaurant,6500,485 N 1st St, San Jose, CA ,95112,https://www.crexi.com/properties/1496308/california-485-n-1st-st,37.3443105,-121.8972308
98,8641000,retail,7730,11 Professional Center Pkwy, San Rafael, CA ,94903,https://www.crexi.com/properties/1632968/california-guidepost-montessori,38.0102136,-122.540223
99,2200000,office,11700,145 N Redwood Dr, San Rafael, CA ,94903,https://www.crexi.com/properties/1652588/california-145-n-redwood-dr,38.023428,-122.53764
100,950000,services,1000,919 Story Rd Suite 184, San Jose, CA ,95122,https://www.crexi.com/properties/1643771/california-grace-image-nature-collection,37.331153,-121.858191
101,1335600,office,4240,4749 Bennett Dr, Livermore, CA ,94551,https://www.crexi.com/properties/852957/4749-bennet-drive-suite-k,37.6986098,-121.7361422
102,1600000,office,6765,17760 Monterey Hwy, Morgan Hill, CA ,95037,https://www.crexi.com/properties/1202043/california-17760-monterey-road,37.1390315,-121.6618076
103,3480000,Services,21188,290 Hegenberger Rd, Oakland, CA ,94621,https://www.crexi.com/properties/1217272/california-290-hegenberger-rd,37.7334968,-122.1975512
104,2150000,office,2524,1210 E Arques Ave, Sunnyvale, CA ,94085,https://www.crexi.com/properties/1584358/california-arques-plaza,37.3797979,-121.9944069
105,2950000,office,10070,3666 Grand Ave, Oakland, CA ,94610,https://www.crexi.com/properties/1656096/california-3664-3666-grand-ave,37.8161485,-122.2452261
106,5900000,retail,16395,20 Cosmo Place, San Francisco, CA ,94109,https://www.crexi.com/properties/1277916/california-20-cosmo-place,37.7882282,-122.4124221
