GEOID,Area (sq miles)
06111003013,4.8422588996146154e-11
06061021328,7.4313526525096275e-09
06061020607,1.110403644015436e-09
06061021324,1.6653504247104735e-10
06061020608,8.530717571428542e-10
06061021325,2.559313140926508e-10
06061021327,2.5745262447876163e-09
06061021323,3.5523568455597965e-10
06061021048,4.400626776061706e-11
06061021047,1.0458839942084644e-10
06085502901,7.38384642857167e-11
06111004716,1.4937195579147825e-10
06085503337,3.0055998841695345e-11
06085512043,3.617147471042116e-11
06085503713,1.9151484362942613e-11
06085503902,4.0295446718147216e-11
06065941100,9.712252683398069e-11
06065941300,9.859206776059684e-11
06067001602,4.614310250963804e-11
06067007438,2.968317953667829e-11
06067007435,1.1607355791505992e-10
06065941400,9.658595675674398e-11
06079012707,9.033540915058165e-10
06079010303,2.0537353538224098e-08
06079010903,7.00263474903394e-11
06079010104,9.914278069497806e-11
06079010103,1.440217476833954e-10
06037403316,1.0968267915057293e-10
06037403318,1.2696345366795844e-10
06037403319,8.418525482625547e-11
06037403320,1.4758897857139964e-10
06037405400,5.012203648648166e-11
06037405500,7.032796988416845e-11
06001403702,7.865149999998893e-12
06001425101,1.0614547277990892e-10
06001430101,1.0134673808880728e-09
06001430102,3.20463512142854e-09
06037408624,5.196026872585793e-11
06037408625,8.094806196910398e-11
06061021326,1.0522354594596262e-10
06085504323,5.065054324325337e-11
06037432300,7.494560193051197e-11
06037432401,4.0052647683392895e-11
06037432402,5.701446833976738e-11
06013381000,7.767286679536112e-11
06085511915,4.415473918918186e-11
06085504322,1.2569351389961045e-10
06085512038,5.409626428573146e-11
06085505006,5.59795249227811e-10
06037432601,5.2982068725858186e-11
06037461400,3.838536235521e-11
06037461600,6.272193301157391e-11
06037901003,9.895512915056988e-11
06037576401,1.217720424710078e-11
06037570502,7.515793880307565e-11
06037542501,2.2022156177603057e-11
06037461700,8.33476571428553e-11
06065040821,6.52328828185315e-11
06065043252,1.6914503918918868e-10
06085506202,9.867797490347955e-11
06065043270,1.1612368262547487e-10
06065043271,1.5073639787645136e-10
06085508508,4.121161428571746e-11
06085508507,1.4917063513510153e-11
06085508003,3.1323360810807014e-11
06081600402,1.592117567567681e-11
06037403321,2.398526818532716e-10
06037405600,7.92299801158289e-11
06081601901,3.5018261003862e-11
06081603802,1.0251734478765485e-10
06081609201,4.250324092663936e-11
06081609202,3.577122567568141e-11
06037408303,7.259086640925879e-11
06065045115,8.711554054053314e-11
06065045303,1.213564258687151e-10
06065048901,3.5447179922778494e-11
06065048902,6.246165559846532e-11
06037408627,1.1772802741312103e-10
06085511302,3.933316660231222e-11
06085512045,8.031692393822615e-11
06085512037,3.9528012741305314e-11
06085512036,3.254890096526184e-11
06013307102,6.349114459460088e-11
06013331000,1.1151805444015945e-10
06085512311,2.1481031003861082e-10
06073000902,1.0073494401545375e-11
06073004101,4.213837625482413e-11
06073005202,8.687730115836369e-12
06073001202,1.3647200965248205e-11
06073000901,1.3022229343628892e-11
06073019109,3.3493305494208853e-09
06073017111,8.690967471042419e-10
06073017059,7.979415984557952e-11
06073021402,2.9342463706566686e-11
06073020042,1.392184027027083e-10
06073017112,5.183529992278041e-10
06073020031,1.6685321100384437e-10
06073017113,3.3550380019304865e-10
06073013323,7.34007289575258e-11
06073020043,1.3410732934361402e-10
06073016618,4.0000747297307e-11
06073020110,1.773038438030913e-09
06073001802,1.6208914671813855e-11
06073005302,1.7572843436286734e-11
06073001302,1.6337276447870952e-11
06073001201,1.1832756756752338e-11
06073021305,1.453270537644779e-09
06073021101,2.256362158050191e-08
06073013322,5.600136505792452e-11
06073015706,1.0099449420840452e-11
06073015705,1.5354147297307356e-11
06073015408,1.0314411814671663e-10
06073013425,1.0998582779922284e-10
06081614000,1.2475009517374222e-10
06081600401,2.051181660231836e-11
06081603801,8.961282818527808e-12
06081984300,4.5428525694980305e-10
06065040404,1.0197449247104558e-10
06065043316,1.8995898687258606e-10
06065044515,2.651968876447961e-10
06019000502,4.601336621619973e-11
06037405900,4.980730193050808e-11
06085512313,1.0288013976833791e-10
06085512314,1.4592243050193487e-10
06085512604,8.673968378379991e-11
06085502603,4.7882281853274024e-11
06037117530,2.103663764479112e-11
06037119310,1.6202083590735943e-11
06013359104,2.4691326447873182e-11
06097152702,8.26060137451773e-10
06097152701,9.514166505791335e-10
06097150701,1.4242911988417556e-10
06097153002,8.946480231660263e-11
06097150800,5.487223743243342e-10
06097152300,1.3796631389961377e-10
06097153404,3.451517835907341e-10
06097151309,1.4253910227799243e-09
06097151307,1.793188766409376e-10
06097151204,1.3228701525096513e-10
06097152501,7.92241571428505e-11
06013368001,3.042066949806817e-11
06013304003,3.6193693474904704e-10
06037221602,1.970625733591368e-11
06037234902,1.6865433397680485e-11
06037236203,1.2788146718145767e-11
06037236204,8.662354054058564e-12
06037237101,2.3692862355211423e-11
06037237202,4.175891312742262e-11
06037119340,4.614765250957168e-12
06037408705,7.262882895754445e-11
06037432602,4.014504768339432e-11
06037432700,7.010821563706324e-11
06037432801,3.073658841698668e-11
06037432802,2.2352837644788236e-11
06037432902,4.104256756757913e-11
06025011001,6.2718410314671735e-09
06025011302,6.281307507721885e-10
06025011002,4.288009739382368e-10
06025010401,8.623684961389226e-11
06025010402,1.437453131274121e-10
06025011303,4.058156161196917e-09
06025011901,5.144685248262679e-09
06025012102,5.289847586871229e-11
06025012003,6.198996718147805e-11
06025011903,3.1398441833976268e-09
06025011902,3.9241731660232206e-11
06025012004,1.2057956467182246e-10
06025012101,4.585615733589775e-11
06025011301,9.623698416988815e-11
06025012202,1.132966345560017e-10
06025012201,8.051367239382743e-11
06051000201,4.3092142884169506e-09
06051000202,2.47362980000005e-09
06037237401,1.9440740540531912e-11
06037237402,1.963365907336061e-11
06037239202,4.805421061775945e-11
06037239501,1.7861575675688876e-11
06037239502,1.924318494208338e-11
06037239602,1.3487063320459624e-11
06037239701,1.5429997490349743e-11
06037214902,1.9125813513504363e-11
06037234501,2.832493590733697e-11
06037234502,2.052922355213574e-11
06037265201,1.6546342857136146e-11
06037275101,1.2968986679541935e-11
06037119700,4.949732123552628e-11
06037119900,3.974927760617749e-11
06037120020,2.0135281274148755e-11
06037120030,1.426658185326986e-11
06037462100,3.940676428571358e-11
06037462400,4.968058146717651e-11
06037295103,7.732867162161583e-11
06037102103,4.4820595366797753e-11
06037533001,1.7993312162167483e-11
06037536104,7.39653198841782e-11
06037600304,1.6782492277991684e-11
06037910715,7.536852741313827e-11
06037104201,4.1208856949807894e-11
06037910716,9.355632123551816e-11
06037104310,5.7023887837857985e-11
06037104401,2.5742411776048687e-11
06037124700,5.141123667953464e-11
06037602802,5.0263859266409776e-11
06037603006,2.587185424711182e-11
06037603801,2.5086983783788163e-11
06037700101,2.5424925289570775e-11
06037700501,2.253998629342922e-11
06037700502,1.901071679537552e-11
06037700801,5.485732509651694e-11
06037700802,2.584220791506633e-11
06037701402,4.046134169884553e-11
06037104500,2.0066282239383462e-11
06037104610,2.2377801544389338e-11
06037104620,2.007313301159669e-11
06037104701,2.080631023168033e-11
06037125200,4.9215737837823306e-11
06013303204,8.175623185328722e-11
06013355110,7.092082084942883e-11
06013306004,6.889415579151343e-11
06013304004,1.2907337316602722e-10
06037106642,5.963775791507338e-11
06037106643,1.6403061100385052e-10
06037107010,2.58872990347303e-11
06037107020,3.757955038611341e-11
06037108101,4.2662143243235814e-11
06037108102,8.254879961390179e-11
06019006602,1.1538424054053228e-10
06061021103,1.9233233301158585e-10
06061021502,2.990401727799451e-10
06013303202,1.4743073494209608e-10
06013320003,4.929395752895806e-11
06013392300,1.3087369710424905e-10
06037980018,2.7863944478762705e-10
06037600303,1.3724588996132945e-11
06037602505,1.217880714285755e-11
06037602506,1.2219499613889226e-11
06037106010,9.522374169883375e-11
06037123104,2.951473938224109e-11
06037123204,1.2242783204638375e-11
06037123206,2.2764686679552204e-11
06037123301,4.922624806949887e-11
06037123303,2.3919801544393486e-11
06037125310,3.978958610040689e-11
06037125600,3.858779285715657e-11
06037127210,5.821646891891782e-11
06037127220,2.465923378379233e-11
06037127300,4.000619305018317e-11
06037127400,8.239967915060703e-11
06061021003,3.048792418918865e-10
06061020105,1.146150880501904e-09
06061020601,1.8379778776062003e-09
06061021304,8.170712042471053e-09
06037602507,1.2142249420856436e-11
06037240402,2.2640938223931535e-11
06037241001,3.412675694980562e-11
06037533805,1.6768478378375878e-11
06037402405,3.82264893822368e-11
06037402705,3.2637127992271994e-11
06037402706,4.0040415830118666e-11
06037402803,2.376040830117056e-11
06037402804,4.969474034748169e-11
06037402903,5.972120366796599e-11
06037104108,4.1449689961382464e-11
06037106406,7.615705791507796e-11
06037109100,1.0228017972973e-10
06037109200,3.8439399420862246e-11
06037109300,4.660616370656562e-11
06037109400,4.878719652509407e-11
06037109500,4.514946447876867e-11
06037109601,8.49495011582994e-11
06037127520,1.373867915057539e-11
06013370000,3.940563880308845e-11
06037106646,5.580094729728191e-11
06037407801,4.038899749036006e-11
06037408005,1.389053951737605e-10
06037408140,3.439599440155292e-11
06037406701,3.555748667953608e-11
06037108104,3.12288137065547e-11
06037111100,4.003415830115461e-11
06037111201,7.2300118532809e-11
06037111202,7.055163050194279e-11
06037111204,1.2514071370657038e-10
06037111302,5.867819382240651e-11
06037127920,2.4497904826256217e-11
06037128210,2.0765097876443535e-11
06037128303,1.562947374517892e-11
06037128400,6.486731467180001e-11
06037128500,3.676246042470043e-11
06037123304,3.3197138030888153e-11
06097152000,5.066230888030968e-11
06037408504,5.3421736100388366e-11
06013306003,7.09986942084873e-11
06013313205,5.868693416988206e-11
06013333101,7.570710791505026e-11
06013333102,7.720567972971853e-11
06037109800,5.288159478762809e-11
06089011600,2.2290635990347374e-09
06089012302,3.902946141891879e-09
06089010500,1.7484166891890486e-10
06089012500,5.245149372799221e-08
06089012303,3.0313194886100332e-09
06089012701,4.173759158899635e-08
06089011900,2.738884555598449e-09
06089012200,2.1581258675675467e-09
06089012702,5.4018965532046336e-08
06089010702,5.122033971042501e-10
06097152100,8.680437084941992e-11
06037123510,3.0152103281844125e-11
06097151900,3.907531158300556e-11
06037123520,1.928914691119324e-11
06037123601,5.785817471040358e-11
06037123700,3.5959416216227975e-11
06037123800,4.870658166023464e-11
06037401001,5.471778513513042e-11
06037401002,5.560614459459705e-11
06037401101,1.1377061544403692e-10
06037401102,4.83813196911179e-11
06059021813,1.7663791872588596e-10
06059032057,1.6317069420850144e-10
06037113211,2.752845996138903e-10
06037113212,3.7736788610029976e-11
06037128910,5.046036795367204e-11
06037131100,4.1617580115824433e-11
06037131200,4.2622061776071983e-11
06037403323,1.1936955424710313e-10
06037403324,2.9968101119695733e-10
06055201004,1.0287812220077829e-10
06055201601,2.52702696718153e-10
06055200301,1.16735524131268e-10
06055200505,3.042399111969661e-11
06055200707,5.927326756757314e-11
06055201602,2.556819287644683e-10
06055201007,5.171996969112301e-11
06055200302,7.527022181467578e-11
06055201003,2.8919341239382298e-09
06037241202,4.3793913320467206e-11
06037406500,7.716271872586239e-11
06037406601,7.420425675676194e-11
06109004201,8.277506737123523e-08
06109002202,1.0323669044401586e-09
06109002201,9.222432571428422e-10
06037262501,6.176610965251131e-11
06037264103,8.691019111961023e-12
06037239702,1.8313441312735207e-11
06037239802,2.2952416988411453e-11
06037265601,2.349196389962499e-11
06037461501,3.7907083590748603e-11
06037650605,1.8347298841687413e-11
06037900508,1.513862144787798e-10
06037901008,1.0189662702701602e-10
06037106649,4.2063750193050715e-11
06037108202,2.2602975444013926e-10
06037102104,6.265702876448955e-11
06097152201,4.799762335906854e-11
06097151308,1.1823271100386974e-10
06097150702,8.102165171814575e-10
06097150303,2.444692595945933e-09
06097153902,1.3981763725868573e-10
06097154100,2.3204524245946067e-08
06097153403,3.3999036216217106e-10
06061021401,1.208884930501768e-10
06061020604,4.619373110038652e-10
06061021802,8.615960521235279e-10
06061020606,1.6579382316602665e-10
06061020605,4.1981405173743567e-10
06061020300,2.128744054053938e-10
06061020107,3.013887737452387e-10
06061020200,5.8992038357915104e-08
06061021902,1.0106296940154467e-09
06061020106,9.064422231660218e-10
06037113237,1.7937247876446726e-10
06037408505,7.499053938223586e-11
06037408631,5.5637627413128877e-11
06037190401,6.297002123542738e-12
06037190402,5.9279179536687165e-12
06037190801,1.2228064478761899e-11
06037207501,5.064356177611953e-12
06037208501,9.171199999999357e-12
06037185203,2.0675139382249666e-11
06097151000,6.226749693050386e-10
06097152502,7.34517366795399e-11
06097153003,6.878846467181856e-11
06097150603,1.3768622084942488e-10
06097150601,4.9488769498073075e-11
06097150100,7.506985127220104e-09
06097150304,1.2272827104246897e-10
06097152801,2.0835511756752483e-10
06097153006,1.357399222007738e-10
06097151100,4.816395658687252e-09
06097153502,2.767267881660234e-09
06097153705,1.862829894401567e-09
06097151503,5.882889714285698e-10
06037433200,6.739600733590588e-11
06037433302,3.220903861004079e-11
06037433403,2.6648735714286314e-11
06037185204,3.635070694980678e-11
06037211121,8.06699208494415e-12
06037211202,6.756380501931365e-12
06059032059,9.720208648648175e-11
06037577604,5.7930828957548336e-11
06067007017,3.081188484556015e-10
06037462700,6.324162992277104e-11
06037462800,4.2551307915059715e-11
06037463000,6.857677915058379e-11
06073021001,6.0922021938417e-08
06073013423,5.769191218146795e-10
06073013320,2.965659144787633e-10
06073013424,1.0729091119691192e-10
06073016403,1.9969243513511158e-10
06073020812,2.406303177606438e-10
06073021102,2.0925719494980737e-08
06073010016,7.106090061775894e-10
06067007107,5.494240285714337e-10
06067008513,1.3428334671816188e-10
06055200705,5.056821621621554e-11
06055200804,4.882201776061775e-11
06055200803,2.0362592683398716e-10
06055200704,6.162563880308443e-11
06037910505,6.108434749033486e-11
06037291120,2.6402841505787695e-11
06037480702,8.208521698840609e-11
06037480703,4.282461042471209e-11
06013329000,1.0873050598456134e-10
06073013316,9.919547548262989e-11
06073019111,1.0848677146718298e-09
06073019110,2.0012783121621422e-09
06073013315,4.6946069111971177e-11
06073018615,4.497623590733596e-11
06073020040,1.6177054787644962e-10
06073013608,4.5810584362939086e-11
06073013607,9.421202972972799e-11
06073008202,4.212246389960316e-11
06073013422,2.104544069498138e-10
06073017062,4.709167841698935e-10
06073020310,2.1217865579150112e-10
06073017308,4.690102355212444e-11
06073020311,5.549494222008008e-10
06055200602,1.3279258590734403e-10
06037267902,2.933168166024019e-11
06037269601,1.257737760618095e-11
06037269903,1.0696379922780753e-11
06037269905,8.970555598449868e-12
06037271902,3.482537586872332e-11
06037272201,9.796243243245719e-12
06037272202,1.1663840733582496e-11
06037535902,3.8141604054059994e-11
06037601303,1.6514653667961503e-11
06037532606,1.0502048455594642e-11
06037271801,1.8085950386108636e-11
06037221810,1.1470631660229868e-11
06037203200,1.9452678764488477e-11
06037262400,4.250275754826057e-10
06037209402,5.136047104247025e-12
06037212305,4.074005019302958e-12
06037433602,3.7769463899628654e-11
06037480704,4.03419073359106e-11
06037480802,6.489586814672851e-11
06087120800,3.4329584169884593e-10
06087100500,2.2353269131274154e-10
06087120600,1.3628700942084706e-09
06087100400,1.644047754826247e-10
06087122002,2.020529609459487e-09
06087100200,9.386030038609684e-11
06087122202,1.0267026698841825e-10
06087123100,3.159145166023198e-10
06087122203,9.628628899613467e-11
06087121000,2.908607126640916e-09
06087123300,2.870763614092655e-09
06087122001,1.2270409579150456e-09
06087110700,1.688265743243217e-10
06087121300,1.5316693166023865e-10
06087100300,2.286645731660265e-10
06037211804,7.011893436288542e-12
06037212101,7.0046681467141365e-12
06087100900,1.0588355386102629e-10
06087120301,1.8339704096524896e-09
06087120302,2.7263718783783947e-10
06087121402,5.233737586873214e-11
06087122300,1.8025244001930446e-09
06087120500,5.723471184941988e-09
06087121100,7.488205393822597e-10
06037212102,5.228169305020091e-12
06037214503,8.75972490347741e-12
06037234901,1.2258135714296762e-11
06037239801,1.3963836486483031e-11
06037553504,2.4016080115833588e-11
06037554105,1.268747162161772e-11
06037554203,2.5746618918917745e-11
06037554204,2.4809807722005242e-11
06037554301,2.542002586872742e-11
06037554302,2.7053407915049465e-11
06023940000,1.51792084542471e-08
06061020901,6.985955173743833e-11
06061021106,8.60680608108163e-11
06061023000,1.9112446891892355e-10
06061021203,5.981914322393909e-10
06061020501,1.0781123455598597e-09
06061020717,2.5325755772201485e-10
06037480901,3.5882633204637715e-11
06037261102,3.0001091679537e-10
06037191204,7.584551158302132e-12
06037143901,1.9975384227798055e-10
06037139802,2.2931507297300337e-10
06037460700,2.8110341332046033e-10
06037123010,3.836441428572287e-11
06037134720,3.737166196911152e-11
06037920034,3.4135396911197236e-10
06037910808,4.100041498069512e-10
06037224310,6.815354440149012e-12
06037113231,1.5643909189187348e-10
06037300800,2.317169530888028e-10
06073019108,7.406253765250939e-09
06073013326,5.740381177606948e-11
06073022101,4.672053144787707e-10
06073010019,1.1277800810809944e-10
06073016703,5.7730663320465103e-11
06073017066,9.828710876447848e-10
06073016705,5.568900096524644e-11
06073020312,5.415364542470866e-10
06073020313,2.879645322393766e-10
06073020034,5.230534768340711e-11
06073020111,5.300430247104483e-10
06073020039,2.2586972972974e-11
06073020044,3.214056063706747e-10
06073019210,7.848627972973055e-11
06073020036,2.9760766023171305e-11
06073019305,4.804865308880399e-11
06061021108,7.555318281854124e-11
06061020806,8.369401911198152e-11
06061020711,1.1544378455598253e-10
06061020712,7.291224208493777e-11
06055200601,8.128197741313185e-11
06055201006,6.306677818533438e-11
06055200706,7.385196969111977e-11
06037143602,4.6043069111970675e-11
06037430901,4.394476891892308e-11
06055200504,7.350433166021969e-11
06037186100,5.0829809459464683e-11
06037301206,3.127187413127339e-11
06037542103,2.150252142857474e-11
06037293307,1.2737361196900084e-11
06083001208,7.715524150578671e-11
06083001604,9.916329922779028e-11
06083980000,1.7784622972973734e-10
06079010205,9.280740270271182e-11
06079010404,4.971678693050334e-10
06079010101,9.15900060810805e-10
06079012102,1.2338693610038342e-10
06037209810,5.64840405404898e-12
06073019304,4.5195688803093574e-11
06073019209,8.267638791505785e-10
06073020813,4.909190596525115e-10
06073016706,6.860270212354422e-11
06073016404,2.3678317181477417e-11
06073009109,3.1707756563679194e-11
06073007402,3.4129384555988805e-11
06073016621,2.2537895328187098e-10
06073016620,3.434641602316214e-11
06073016813,3.4066843474902413e-10
06073016812,8.192835527027272e-10
06073016704,1.7411362413126972e-10
06073018805,6.529912538609895e-10
06073016619,1.7659422837836502e-10
06073018804,8.669812789575368e-10
06073018525,8.526821525096593e-11
06073018524,6.806552799229342e-11
06073018522,2.653101227799259e-10
06073017067,9.142695521235126e-11
06073019811,3.671409320463135e-10
06073018620,2.6887900193041737e-11
06073018619,8.95363341119679e-10
06073018617,6.370465830115946e-11
06073018618,3.005504092663857e-11
06073018622,4.0181070270276406e-11
06013340004,1.6323439575290388e-10
06013337202,6.824244401544281e-11
06013334007,5.773437393822342e-11
06013334008,4.8908267953680126e-11
06013355123,2.3184675984557256e-10
06013355125,4.4548541698841054e-11
06013380001,4.282015169884464e-10
06013380002,1.0524429382238212e-10
06037117404,6.670172007720944e-11
06037123203,2.2189945752885758e-11
06037237600,1.8974971428575824e-11
06037204410,1.1191482239379053e-11
06037296220,2.0148801737456844e-11
06037228500,1.69138723938276e-11
06037183810,1.71619986486493e-11
06037460501,2.8229598455595714e-10
06037920314,4.277927281853213e-10
06037575803,7.500854247111182e-12
06037621201,6.169464498069816e-11
06037131400,4.18181611969202e-11
06037131600,8.275222837837619e-11
06037131900,4.9785019691116404e-11
06087100700,3.445470405404936e-11
06037554405,2.8800760231651413e-11
06075017102,1.1642389189185017e-11
06075012302,3.658920077220501e-12
06075016801,8.944246718150853e-12
06075011902,3.674994208490221e-12
06075012202,3.739120656373644e-12
06075012601,6.732957335909619e-12
06005000500,4.504573900386053e-09
06005000401,1.6880413828185146e-09
06005000301,7.802581606756732e-09
06005000402,2.9177460546332435e-09
06061021109,2.431023131273912e-10
06061021801,1.3562934025096357e-09
06061021901,1.7259094978764422e-09
06075012602,4.531931235521266e-11
06075012902,1.393825521235309e-11
06075013101,6.833865250964096e-12
06075013102,9.395164864868197e-12
06075015801,1.3581323552123948e-11
06041102202,1.256096762548217e-10
06041102203,1.0793293030889034e-10
06041109001,8.762012799229162e-11
06037262303,9.857557316603426e-11
06097152203,5.260388957528766e-11
06061022002,2.6187191500000016e-09
06061020104,9.462595063706533e-10
06061021501,1.1160588057915224e-09
06061020713,6.064640096526568e-11
06061021129,6.901101138996901e-11
06061021040,1.1133126583011617e-10
06037191410,1.1744258494204337e-11
06037541606,1.2889956177605908e-11
06037234800,2.4642953667939957e-11
06037500600,4.4580952702699523e-11
06037141600,1.4737841969112092e-10
06037302103,2.0783468725860436e-11
06037570601,2.935675366793711e-11
06037980021,2.625123471042457e-10
06037211802,1.2269866602313809e-11
06037262100,3.308626341698853e-10
06037191720,9.96943397683131e-12
06037194300,9.32073266409018e-11
06037122420,3.2582245173778817e-11
06037128220,2.0977874324333413e-11
06097152903,6.653468667953276e-11
06097152904,9.182074806950015e-11
06061021038,1.1127738725868918e-10
06045011102,3.4229024198262675e-08
06037189903,3.167444401545539e-12
06037194101,9.592799131272916e-11
06037111205,4.3799029536676425e-11
06037265602,1.2664763127420745e-11
06037115403,2.658442374518624e-11
06037297201,1.5172125289575114e-11
06037603802,2.3737707722013087e-11
06037125502,1.9737777799224558e-11
06037127103,1.0803044208496263e-11
06037127603,1.6291102316593885e-11
06037127711,3.607668918917901e-11
06037127803,2.4200392664082853e-11
06037127806,2.5796012741305923e-11
06037128101,2.4502690347482165e-11
06037128601,2.5744302123546897e-11
06037128602,4.2824137451750213e-11
06037128802,3.666252644788991e-11
06029003815,9.595101467182502e-11
06029003824,9.947825463318342e-11
06029005804,4.3393480868720827e-10
06029005512,2.5560248745172573e-10
06029005806,2.388982519305136e-10
06029005803,8.738057451738875e-11
06029005406,1.2509189150579222e-10
06029005410,3.037579158301091e-10
06029005409,1.170011642857037e-10
06029005408,1.9823582972973664e-10
06029002503,9.527799343629492e-11
06029002305,5.900622046332798e-11
06029003132,4.971494054054112e-11
06037131702,2.723399015445287e-11
06037132002,6.042834420848536e-11
06037132101,3.060583030888019e-11
06037273502,2.963408494207829e-11
06037273902,4.484892741311573e-11
06037275102,2.350445907335798e-11
06037275603,3.857156988417343e-11
06037461502,4.426904575289043e-11
06037461901,3.316914247103421e-11
06037461902,3.15272679536689e-11
06037462002,1.93097907335857e-11
06037462201,2.0263247104247062e-11
06037462202,2.144741737451005e-11
06037462301,2.387284382240479e-11
06037231720,1.779427413127354e-11
06037403317,1.5795900965250024e-10
06037212410,5.9265864864879115e-12
06037127102,3.2452422779910695e-11
06037482201,2.915563725869518e-11
06037482202,2.4388872393825844e-11
06037482301,3.294327104247019e-11
06037482303,3.705869517375113e-11
06037462302,2.645613069497437e-11
06037463602,3.500663880308909e-11
06037554513,2.1332534555997405e-11
06037262200,3.2321928706566e-10
06037297110,1.8311091312739883e-11
06037400603,3.4675923880307707e-10
06037402200,2.3981381756756486e-10
06037403802,4.918694208494375e-11
06037408623,3.617681235522169e-11
06037430801,6.451790115831075e-11
06073018520,5.123847528957109e-11
06073018523,6.02318627413066e-11
06073018521,1.2316784555985522e-10
06073017071,2.3872527413126205e-10
06073008381,1.7220027413130904e-11
06073017063,6.503328938225058e-11
06073017065,1.7424449420850505e-10
06073017064,6.977330617761608e-11
06073017061,6.70503215830115e-10
06073017060,1.5507350965250508e-10
06073008376,4.657223552122926e-11
06073008375,3.8462358301169055e-11
06073017058,6.638470675673472e-11
06073008372,2.706253812741358e-10
06073008374,1.1785214864863565e-10
06073008369,5.56533563706786e-11
06073008370,3.754233455598192e-11
06073020041,2.9007259073357675e-11
06073020037,7.802382606177505e-11
06073019810,3.7580373957529807e-10
06073017406,1.3895161042471592e-10
06073017405,4.750399980695768e-11
06073017307,6.020824749035783e-11
06073017408,5.5560103667958705e-11
06073017407,8.005645675674873e-11
06073008378,8.25666119691291e-12
06097153102,4.9417609266408785e-11
06097153501,1.8201098144787568e-09
06081613702,4.331249376447833e-09
06081608025,1.997303712355225e-10
06081610901,2.021744305019701e-11
06081604104,2.1477124517376713e-11
06097153903,1.31427709266422e-10
06081602002,8.848997664093128e-11
06081612002,2.452568590733537e-11
06097150901,1.1903212123550605e-10
06097150902,9.677223262548229e-11
06081612102,1.2494305791495142e-11
06081611902,9.448337837839042e-11
06081600702,1.2243291698834425e-11
06081602602,2.5397972200773394e-11
06081600502,3.1842261003858814e-11
06081600701,2.0630085328185506e-11
06081605502,2.898756814672322e-11
06081612101,2.5940741312747184e-11
06081602201,1.961078146717777e-11
06097153001,9.983466563707048e-11
06097153005,9.86941888030885e-10
06081612001,2.5785789961394003e-11
06097154000,8.979512772972934e-09
06081611901,4.6419097104258376e-11
06081602202,1.7257892664093168e-11
06081608024,2.7665920849422653e-11
06081610902,2.31030303088779e-11
06081605501,1.4248573938220079e-11
06081606201,2.4776605212350914e-11
06081605902,1.250263185328542e-11
06081606202,2.265746486485989e-11
06081601301,2.031111081080596e-11
06081601302,2.3356518146717268e-11
06081604103,2.2587636100394108e-11
06081613701,2.6054810424708695e-10
06081602601,3.0533657528958945e-11
06081602001,5.762047065636732e-11
06081605901,1.7959107722006604e-11
06081600501,2.1295737451742627e-11
06037482304,2.335643976833557e-11
06037482401,3.163853861004115e-11
06029003826,5.113258071428528e-10
06029003818,8.184199169884516e-11
06019001000,1.9058145810810569e-10
06019001100,1.4607784305018712e-10
06037554406,4.150903127413854e-11
06037701902,8.40457073358959e-11
06037702102,4.252509073358447e-11
06037431501,3.91599540540467e-11
06037431502,7.629817200774872e-11
06037433304,2.977666042470774e-11
06037433305,1.9303181660230593e-11
06037433306,1.6377376254825282e-11
06075016802,8.499513320464229e-12
06019001201,2.2473417413125537e-10
06037482503,2.7510952895752555e-11
06075017101,1.2371799806952106e-11
06075017801,8.452661003865758e-12
06075022704,2.149982374517543e-11
06075025701,2.4170307142849977e-11
06075025702,2.10503766409105e-11
06075031201,2.023559961389591e-11
06075031202,1.220834266409419e-11
06075032602,1.8637435135152445e-11
06075032801,2.3104177799242953e-11
06075032802,2.550367027027082e-11
06075032901,2.6519770270270026e-11
06041119202,7.971693725867819e-11
06037433402,2.103438725867634e-11
06037480011,4.25055922779955e-11
06037481711,1.686747895752344e-11
06037501700,5.243421003862384e-11
06037531101,2.6369860231665022e-11
06037533105,7.190790540536746e-12
06037533701,1.5086613706563875e-11
06037541500,3.170506949807441e-11
06037552601,2.676945289575471e-11
06037554517,4.9725690347504714e-11
06037117302,7.752112818534803e-11
06037117303,6.802152992278064e-11
06037117520,1.2304946718151557e-11
06037482600,1.0723572779923137e-10
06037482701,4.6339972200767296e-11
06041119201,4.039930270270295e-11
06061020908,4.277318579150778e-10
06061021046,6.675354613899389e-11
06061021034,1.1345514749034371e-10
06061021044,9.63168015444068e-11
06037572500,2.2284425096524353e-11
06037132102,5.1795617760621494e-11
06037132501,2.6615903667951994e-11
06037132502,2.3593141119696773e-11
06037134002,2.845772335906529e-11
06037134423,5.918886718145105e-11
06037134904,3.926244054055516e-11
06037137104,9.682811621622133e-11
06037139001,4.680707335905988e-11
06037139402,9.225858976834198e-11
06037480303,1.703506679536546e-11
06037910210,1.2027996447875335e-10
06037910712,7.852548185328831e-11
06037910713,7.501457953665535e-11
06037920045,7.08272345559846e-11
06037980001,8.743006621621551e-11
06037980002,2.6233516061777415e-10
06037980004,1.3615767899614362e-09
06037575103,1.8045541698845834e-11
06037575202,1.5187745173749386e-11
06037601002,2.3847175675679363e-11
06037603102,2.8058147876451853e-11
06037620521,2.423777953668202e-11
06037900701,7.952828146719074e-11
06037910709,5.49234889768318e-10
06037910810,8.384936588803093e-10
06037920043,7.074213220077201e-10
06037920104,5.995482570656317e-09
06037920303,1.950076457915073e-09
06019003805,8.767866003862467e-11
